name,game_played_wr,opening_hand_wr,game_in_hand_wr
Break Down the Door,0.5454829688558476,0.5353691137158133,0.5573694325357437
"Tyvar, the Pummeler",0.5730217737652682,0.6231351351351352,0.6295191612436731
Razorkin Needlehead,0.5495241537164197,0.5719122426868906,0.5651521517315887
Rampaging Soulrager,0.4919566357754852,0.4668536990856193,0.4941166756120722
Untimely Malfunction,0.5280738901869159,0.5106134826218801,0.5296541151671936
Fear of the Dark,0.4979760571871501,0.4861995753715499,0.5082152263890631
The Tale of Tamiyo,0.47090352220520676,0.5353982300884956,0.48628884826325414
Cult Healer,0.5352593201387628,0.5256224182203862,0.5291202855666713
Coordinated Clobbering,0.5387740273465883,0.5466922077033591,0.5545668601467528
Appendage Amalgam,0.5095605266060381,0.5000292791473913,0.51440329218107
House Cartographer,0.5368922741141623,0.5607906514172054,0.5429388788028827
Spineseeker Centipede,0.5518163348751629,0.5597970307681274,0.5716527476901644
Fear of Failed Tests,0.5065558966949611,0.49674569967456994,0.5095205123766661
Lakeside Shack,0.5449760089145386,0.5577165496128219,0.5504326069102508
Shardmage's Rescue,0.5539862773613753,0.5636075577983805,0.5650601555298178
Collected Company,0.5240837696335079,0.5357142857142857,0.5364916773367477
Valgavoth's Lair,0.5350412584392262,0.543403205918619,0.5319751898192706
Erratic Apparition,0.5253800241628649,0.5131252310780119,0.5271661818722266
Cautious Survivor,0.5282404524699045,0.5104299363057325,0.5243008773947619
Ghost Vacuum,0.5408770609564206,0.5641711229946524,0.560434758861762
Keys to the House,0.512190638141416,0.501002004008016,0.508243381128833
Growing Dread,0.5533016465795281,0.5759404980058208,0.5797839073518946
Shrewd Storyteller,0.5155261505770995,0.5211327735875907,0.5095357590966123
"Altanak, the Thrice-Called",0.5386950793378015,0.5139251847980288,0.5391745112237509
Balemurk Leech,0.5026195493223715,0.49687418598593386,0.5057261275017724
Unholy Heat,0.5485212569316081,0.5633608815426997,0.5797438882421421
Scorching Dragonfire,0.5570363902145169,0.5717395762671756,0.5740608963393774
Exorcise,0.5525650672377534,0.5532038271962888,0.566793711291091
Gremlin Tamer,0.5665953074156533,0.6210823437804166,0.6003266173461357
Greenhouse // Rickety Gazebo,0.4857238831037958,0.46536368134586836,0.49606616905386325
Trial of Agony,0.5423152831693003,0.5176278118609406,0.5375613439033597
Etched Cornfield,0.5203390062571026,0.5389338125187182,0.5233945258135065
Ethereal Armor,0.5572772551189817,0.5615309126594701,0.5772000841131322
Pyroclasm,0.5082991053845721,0.5030556449018977,0.5233222591362127
Friendly Teddy,0.5213741858545088,0.5072958443553204,0.5116981132075472
Waltz of Rage,0.5402336679282541,0.550367107195301,0.5626525388415977
Defiled Crypt // Cadaver Lab,0.518181937914049,0.4996337592577521,0.535358644453577
Seized from Slumber,0.545355823824486,0.5384873273434357,0.5605951686627694
Paranormal Analyst,0.5480796103325748,0.5695173581710415,0.5643559826126745
Betrayer's Bargain,0.5584883023395321,0.5559671116900032,0.5785482672431264
Fear of Being Hunted,0.5598080932561366,0.5735586481113321,0.56983571555661
Undead Sprinter,0.5481127811052097,0.5892857142857143,0.5734312866482443
Glimmerlight,0.5630482744536208,0.5629840312521417,0.56718598583675
Sporogenic Infection,0.533326039653307,0.5375648589096595,0.5557725445146467
Bedhead Beastie,0.5176349588601245,0.490222421256904,0.5095695261690926
Hushwood Verge,0.5237403100775194,0.533134328358209,0.5320665083135392
Disturbing Mirth,0.5601300699453313,0.5788457826674387,0.5989759747932257
Floodfarm Verge,0.5444404462036704,0.5543241638630516,0.550210970464135
Meathook Massacre II,0.492176386913229,0.44265734265734263,0.49570871261378413
Sacrifice,0.4752475247524752,0.2972972972972973,0.4457831325301205
Murky Sewer,0.5260302677532014,0.5380150529404261,0.5385187744147113
Slavering Branchsnapper,0.5407574804660434,0.5181956380107343,0.5390856124123141
Horrid Vigor,0.5253744223595568,0.5174625801853172,0.5336941911577724
Ticket Booth // Tunnel of Hate,0.5417198730344047,0.5376676348804154,0.5507877495840267
Bear Trap,0.5154288884266001,0.5068381302306593,0.5147704253882511
Fear of Impostors,0.5337568963889227,0.5152061644397081,0.5385497277156779
Spectral Snatcher,0.519374636701971,0.4991656420165115,0.5240771330077564
Rootwise Survivor,0.5358210187401965,0.5292639514186996,0.5434819034852547
Hardened Escort,0.5410228600033372,0.5408690517198956,0.5354426002766252
Forest,0.5437196473784583,0.5464022579686162,0.539326660082505
Thornspire Verge,0.5418776057176891,0.5608149825066886,0.5428255664026524
Glimmer Seeker,0.5574766946882397,0.5866434117249916,0.5696132596685083
Orphans of the Wheat,0.5403518876592477,0.547030080928386,0.5322664993201548
Island,0.5455764096357604,0.5461519602461926,0.5456523807530266
Hedge Shredder,0.5250594807075618,0.5270100502512562,0.5289919714540589
Fear of Missing Out,0.5660240793701232,0.598545036852685,0.5988562091503268
Abandoned Campground,0.5464442738502338,0.559672131147541,0.5475939727802981
"Toby, Beastie Befriender",0.5706602337215511,0.6254602253709696,0.6133653846153846
Beastie Beatdown,0.5531402303943288,0.5536675639300135,0.5780304289003346
Glimmerburst,0.555389534819688,0.5541351079199685,0.5752430286352057
Unidentified Hovership,0.5658714543367765,0.6043996110841031,0.608061013182484
Unstoppable Slasher,0.5581694016919784,0.636634913347871,0.6152906922137691
Valgavoth's Faithful,0.5242862327607065,0.5109635712413733,0.5392237524593096
Vicious Clown,0.5514286099901475,0.543162872715614,0.5379122627169571
Fear of Lost Teeth,0.5299983403407834,0.5387419165196943,0.5420443475820166
Manifest Dread,0.5506298425310072,0.5593592066367884,0.5623699785515006
Moldering Gym // Weight Room,0.5305634418570353,0.5340084643288996,0.542219503975436
Patched Plaything,0.5462169897365469,0.5380817628996327,0.5383445237096097
Piranha Fly,0.5400743460718981,0.5478123397709793,0.5439291000196151
Sheltered by Ghosts,0.5710859856585734,0.601801717699776,0.6179582223251863
Enduring Courage,0.548484910569772,0.553646477132262,0.5618416319819125
Leyline of Hope,0.4059233449477352,NaN,0.4166666666666667
"Zimone, All-Questioning",0.5609742717647704,0.6545741324921136,0.6166864608076009
The Jolly Balloon Man,0.5379840304372857,0.5260538641686182,0.5394778834492883
Murder,0.5282417570763471,0.5203596660244059,0.5508500188893086
Bleeding Woods,0.5401589186227053,0.5458588653884167,0.5345620053362032
Don't Make a Sound,0.539290025068862,0.5476577064165012,0.5514744920121627
Overlord of the Boilerbilges,0.5813525749858517,0.6280312371557748,0.6415468090603738
Razortrap Gorge,0.5328104802355011,0.5418331444928142,0.5329942686012289
Damnation,0.5463973799126638,0.5594294770206022,0.5930457179652285
Tunnel Surveyor,0.5482004452752015,0.5459263341600074,0.5561874515307065
Mirror Room // Fractured Realm,0.5308243727598566,0.5053258145363408,0.5511755760907708
Unwilling Vessel,0.5307030854830551,0.5195639363582794,0.5336671713054617
Leyline of Resonance,0.43375394321766564,NaN,0.375886524822695
Screaming Nemesis,0.5732204000720851,0.6170943624974743,0.617338003502627
"Arabella, Abandoned Doll",0.5755121051333802,0.6066670149955589,0.5950812780269058
Expropriate,0.5254437869822485,0.5555555555555556,0.5660919540229885
"Valgavoth, Terror Eater",0.525172160192552,0.5164737310774711,0.5438051650866296
Clammy Prowler,0.5125765164162494,0.4881538822425522,0.5127293730839294
Fear of Exposure,0.5337617584055137,0.5132435953104646,0.5259053086312372
Strangled Cemetery,0.5378037521400464,0.5420798124358912,0.536037288063116
Hallowed Haunting,0.5140267587397497,0.49278846153846156,0.5169660678642715
Hauntwoods Shrieker,0.5514546612868975,0.5816030902945437,0.5734187512711003
Flesh Burrower,0.5367905113646804,0.5376859675496345,0.5415340511500869
Savior of the Small,0.5205324866591435,0.49816979572558745,0.5074458151078783
Drag to the Roots,0.5446979723648684,0.5365426979396138,0.5698016537310404
Scrabbling Skullcrab,0.509920061639218,0.5060329741180805,0.5156124607864595
Overlord of the Floodpits,0.5726190476190476,0.6233123312331234,0.6320151959937834
Grievous Wound,0.43951726073533537,0.42226148409893993,0.43045897079276774
Wickerfolk Thresher,0.5427835095534335,0.535225596418943,0.5467145258003611
Fear of Immobility,0.54775714583768,0.5271650167589056,0.5484805941759884
Fear of Infinity,0.520964591733871,0.5274755670293195,0.5395813065254207
Blazemire Verge,0.531644979245371,0.5354922279792746,0.5455957399600622
Grand Entryway // Elegant Rotunda,0.5479513500210382,0.5266606620130602,0.5442643151449805
Chainsaw,0.562853321444494,0.60932944606414,0.6017879616369396
Daggermaw Megalodon,0.527609351997405,0.5028831118060985,0.5260304521685635
Osseous Sticktwister,0.5450632383336178,0.5556614765385023,0.5665895316804408
Ghostly Keybearer,0.5207999565536156,0.5003682186400458,0.5301986343885785
Sawblade Skinripper,0.5446013529685945,0.5358030103755663,0.5585270274312722
Fear of Surveillance,0.5540751078031779,0.5618621671071355,0.5537565584263383
Veteran Survivor,0.5572470885365511,0.601215644820296,0.564888000715841
Optimistic Scavenger,0.5713204930176843,0.6484216111061986,0.6067618018837531
Razorkin Hordecaller,0.5659214782495708,0.57481581844356,0.5875868344153004
Overgrown Zealot,0.5348685084679934,0.5669949610627577,0.5469715082685794
Silent Hallcreeper,0.5595860646681888,0.6316803569617686,0.6040893725781186
Enduring Vitality,0.538535733970237,0.5662216288384513,0.5644503991514542
Fear of Falling,0.5440904438622685,0.525540971975878,0.5559187434187434
Saw,0.5302768549280177,0.513402625820569,0.524018944519621
Broodspinner,0.5561803190693664,0.5854547294903588,0.5950861783228373
Skullsnap Nuisance,0.5087425205466695,0.521890948160086,0.5232802013422819
Derelict Attic // Widow's Walk,0.5153835229106684,0.5110530246452577,0.5319399915310629
Under the Skin,0.5620007106852849,0.5748964565117349,0.5993372803366993
Impossible Inferno,0.5370029726562197,0.5106361374828654,0.5404101326899879
Come Back Wrong,0.5306670041766864,0.5294910179640718,0.5628418585081445
"Nashi, Searcher in the Dark",0.5088427795571647,0.5458740499457112,0.5349106203995794
Popular Egotist,0.5349088572096284,0.5215808632345293,0.545406565567714
Shepherding Spirits,0.5233998389897089,0.4948883431378148,0.5194501523418125
Dazzling Theater // Prop Room,0.45202151657123024,0.3688172043010753,0.39893143365983974
Terramorphic Expanse,0.547417023955866,0.5644320023574481,0.550913736527412
Diversion Specialist,0.5374768700413171,0.5152963671128107,0.5334126193307833
Found Footage,0.5352094032932705,0.5217772581116633,0.5390178911305672
Irreverent Gremlin,0.5665097076244316,0.588937093275488,0.575059181602976
Leyline of the Void,0.4121338912133891,NaN,0.40869565217391307
Unholy Annex // Ritual Chamber,0.5673964004839686,0.648689138576779,0.6489889190704091
Cursed Recording,0.5135410303400529,0.503052503052503,0.5017861395570374
Grab the Prize,0.5343601895734598,0.5168681219556197,0.5317098119442915
Get Out,0.5402783209901465,0.5324814446399878,0.553475935828877
Twist Reality,0.5425906370996129,0.5263311269306024,0.5556288374868485
Maddening Hex,0.49089935760171305,0.49140893470790376,0.47398843930635837
Marina Vendrell's Grimoire,0.41216216216216217,0.2916666666666667,0.3412322274881517
Anthropede,0.515444167950389,0.47987616099071206,0.5023527663579177
"Kaito, Bane of Nightmares",0.5319738315553721,0.5613668061366807,0.5778948790703959
Midnight Mayhem,0.5792881657776664,0.5957736877982277,0.6129539703166678
Duskmourn's Domination,0.5348705775969255,0.5165725247788554,0.5492659242418404
Glassworks // Shattered Yard,0.5514734792313575,0.5524804364993897,0.570069401205789
Possessed Goat,0.5152985270679721,0.5275077760497667,0.5201432408236347
Balustrade Wurm,0.5617862487201701,0.564472284599929,0.5861629279811098
Grasping Longneck,0.5356907112590584,0.524450388698487,0.5346306648384488
Enduring Curiosity,0.5631410378617455,0.6154193475561576,0.6058953382677574
Neglected Manor,0.5151017465149815,0.52708745693131,0.5292854475289431
Floodpits Drowner,0.5609634388046274,0.5576961350157227,0.5891286492944076
Mountain,0.5504493643367296,0.5499577229038326,0.5400201679548372
Vile Mutilator,0.5277876245618182,0.5225897008509518,0.5493208856040714
Gloomlake Verge,0.5148180326286321,0.5250458956202465,0.5337617076889567
Acrobatic Cheerleader,0.5414736529675525,0.5417093366884161,0.5321521163843478
Omnivorous Flytrap,0.5527985365094192,0.5498039215686275,0.576816545102022
Infernal Phantom,0.5221162322125676,0.5017636684303352,0.5149123502815895
Cryptid Inspector,0.5291683507515831,0.513248393279964,0.522950895400582
Say Its Name,0.5466088258610059,0.5387376082318986,0.5548970011360956
"Rip, Spawn Hunter",0.5185056018135054,0.5275429157058673,0.5359696641386782
Cynical Loner,0.5305724623453847,0.558476101071736,0.5484848484848485
Raucous Carnival,0.548806698189022,0.5557612216566404,0.539313244569026
Charred Foyer // Warped Space,0.5055776892430279,0.4767025089605735,0.49801113762927607
Final Vengeance,0.5405073549274331,0.5347025921693631,0.5657800733167024
Marina Vendrell,0.4447228311932352,0.4523809523809524,0.49064906490649063
Cursed Windbreaker,0.5536474935148226,0.5491033784923267,0.5708919772862856
Hand That Feeds,0.5485683133653899,0.5424216968678747,0.5461948379916963
Bashful Beastie,0.5429900135750864,0.5340764421308739,0.5485187956686328
Restricted Office // Lecture Hall,0.5414350839942547,0.5206517620310723,0.552293298851449
Miasma Demon,0.5194337942688932,0.5132837407013815,0.5337828785781271
The Mindskinner,0.5334953141270392,0.5385099685204617,0.5586694188631312
Doomsday Excruciator,0.467645836220036,0.4059216809933142,0.4344002813928948
Killer's Mask,0.5098377281947262,0.4992939277788985,0.5119518628420705
Soul Warden,0.5221719457013575,0.495,0.5388026607538803
Dashing Bloodsucker,0.5048994974874372,0.512525826446281,0.5221322003754569
Vengeful Possession,0.5535721704449461,0.5419009135628953,0.5706904978007401
Painter's Studio // Defaced Gallery,0.5594012233731903,0.5607414024117909,0.5739481512962176
Nowhere to Run,0.540997679376639,0.5580460985409177,0.5758857861962724
Rite of the Moth,0.5183672025609735,0.5077776569128685,0.5436740589684765
Phantasmal Image,0.5443362378267556,0.5235204855842185,0.5741176470588235
Split Up,0.5472332866831736,0.5592598500558302,0.5758196721311475
"Niko, Light of Hope",0.55249562705935,0.5926655180900812,0.599657664511221
Resurrected Cultist,0.5209515599932955,0.4973280832513008,0.5164847955768951
Threats Around Every Corner,0.5507159225730957,0.5887123391013249,0.5846094279353402
Fear of Burning Alive,0.5563220186711456,0.5418312387791742,0.5758184252160156
Unwanted Remake,0.50014164305949,0.46296296296296297,0.4784176986894313
Monstrous Emergence,0.5476646899690059,0.5440713312904324,0.562020811708985
Jump Scare,0.5544659604987311,0.544576489963057,0.5546641756873089
Stalked Researcher,0.5368172987769879,0.540527729499131,0.5412197403662553
Friendly Ghost,0.5495306755396718,0.5387453874538746,0.553113812781342
Ripchain Razorkin,0.5296776030175788,0.5029821073558648,0.5281336797777977
Fear of Abduction,0.5477083863308743,0.5366228683254124,0.5626946622274729
Smoky Lounge // Misty Salon,0.5019994514140524,0.5000847170450695,0.5338180643076426
Plains,0.5511676379207892,0.5514050491267333,0.5418716629541953
"Winter, Misanthropic Guide",0.47998460354118555,0.4623314829500397,0.47942192899780084
Fanatic of the Harrowing,0.5272801013941698,0.5335866633978916,0.5473359860248447
Walk-In Closet // Forgotten Cellar,0.4917783961548191,0.4645161290322581,0.4994011976047904
Enter the Enigma,0.5061445691168613,0.4621808637556669,0.5063244391099622
Wary Watchdog,0.5480834183710134,0.5584622843521474,0.555308111738558
Intruding Soulrager,0.5133719327267714,0.5184987311339655,0.531300834339088
Piggy Bank,0.5608086552465497,0.5972158306488725,0.5760611788967176
Cathartic Parting,0.530835734870317,0.5136292514205715,0.5385953967889155
Malevolent Chandelier,0.5213195691202872,0.4695121951219512,0.5107294202506537
Entity Tracker,0.5641645608740705,0.6372788285539963,0.614402843410477
Shroudstomper,0.5221570404829909,0.5171830985915493,0.5499536686041614
Reluctant Role Model,0.5550709803747051,0.5951920753805267,0.5678561845988731
Boilerbilges Ripper,0.5300569426193605,0.512849931161083,0.5310005321979776
Lionheart Glimmer,0.5476132923558594,0.5427347214913929,0.55409447652895
Patchwork Beastie,0.5605388545813611,0.6034878587196468,0.578316959221733
Wildfire Wickerfolk,0.5653312311720488,0.5923662485257853,0.5886961255354903
Live or Die,0.5254787030708816,0.5136926438455935,0.552439226978238
Enduring Tenacity,0.500023702299123,0.4762594093804285,0.5170152628603731
Living Phone,0.5323561633485702,0.5041056369285397,0.5129772473681657
Peculiar Lighthouse,0.5248488064833549,0.536144578313253,0.5332235742031745
"Marvin, Murderous Mimic",0.5082672273726465,0.48343291689299295,0.5017006802721088
Valgavoth's Onslaught,0.5784075488370625,0.6345131120484138,0.6592696525495698
Enduring Innocence,0.565455706896907,0.613838242169238,0.5990900909909009
Unsettling Twins,0.5564341630750286,0.5634793732011513,0.567640939485308
Let's Play a Game,0.5284823189469339,0.5181086519114688,0.5577127510770435
Splitskin Doll,0.5698398138110364,0.5858994124755198,0.5876204897145179
Fear of Isolation,0.5656411775492644,0.5644272674944495,0.5965763149917838
The Swarmweaver,0.5714643259381089,0.6333265013322402,0.6452973777814542
Conductive Machete,0.5476340435973989,0.535121391893913,0.5528902949362273
Attack-in-the-Box,0.5168428932347712,0.4846069268829027,0.5020796197266786
Overlord of the Mistmoors,0.5888835649257307,0.6797371767698177,0.681910122240788
Turn Inside Out,0.5635761103974013,0.5660932712490048,0.5701483721830162
Roaring Furnace // Steaming Sauna,0.5431617471557005,0.607662573897226,0.603638696668347
The Rollercrusher Ride,0.5564190850959173,0.5596257216802708,0.6029633151097378
Demonic Counsel,0.5040417209908735,0.46677740863787376,0.5123216601815823
Dollmaker's Shop // Porcelain Gallery,0.5660810075410091,0.6274509803921569,0.6240636271155091
Abhorrent Oculus,0.5618521078092605,0.564042303172738,0.5933374678834057
The Wandering Rescuer,0.5528989315116483,0.5869565217391305,0.5876919772312319
"Kona, Rescue Beastie",0.5067368503751424,0.4888784827909155,0.5026727573136359
Baseball Bat,0.5097918589152056,0.4865246004387339,0.5089897550715788
Clockwork Percussionist,0.5648821890893337,0.5887958026571888,0.5718801056633736
Dissection Tools,0.5682047148901874,0.6061331614329127,0.6251070325006515
Bottomless Pool // Locker Room,0.5469114562466122,0.5429453506589255,0.574341668312122
Creeping Peeper,0.5180229003390584,0.5125559272844532,0.5155819516621298
Innocuous Rat,0.5404194246084517,0.5490062850348225,0.5551392247468097
Funeral Room // Awakening Hall,0.5270021933724583,0.49876456053653373,0.5574086836664369
Cracked Skull,0.5136547027682549,0.5017813880575744,0.5218066807235601
Underwater Tunnel // Slimy Aquarium,0.5388212545953975,0.5292651967467444,0.54611795216416
Trapped in the Screen,0.5567306499841534,0.5529865125240848,0.574551033754213
Insidious Fungus,0.5498187768315856,0.5607518796992481,0.5651047798445962
Leyline of Mutation,0.4117647058823529,NaN,0.42857142857142855
"Victor, Valgavoth's Seneschal",0.49824577186038144,0.4889539526217727,0.5081932773109243
"Norin, Swift Survivalist",0.5535215756262349,0.5659246575342466,0.5436912225705329
Noxious Revival,0.48,0.3643410852713178,0.4087193460490463
Leyline of Transformation,0.41203703703703703,0.0,0.4
Ragged Playmate,0.5561867933020419,0.5463368816530996,0.5446105447406391
Twitching Doll,0.5477456272066881,0.602914798206278,0.5807262704898216
Central Elevator // Promising Stairs,0.49319008085083293,0.4702986544141779,0.5194914237735396
Ghostly Dancers,0.5753381391200951,0.6248613883344423,0.6438127090301003
Swamp,0.531215897631399,0.5297791442023496,0.5308198147751093
Cackling Slasher,0.47482752722504135,0.4456997084548105,0.4628790025502975
Peer Past the Veil,0.5315107124671967,0.49914986640757836,0.531413087113609
Most Valuable Slayer,0.5496978639685216,0.537532741327541,0.5467401052660187
Unnerving Grasp,0.5677320476388135,0.5846085932901707,0.605526331001792
Give In to Violence,0.4964679287934445,0.484491156113817,0.506443429731101
"Stay Hidden, Stay Silent",0.5586231725481614,0.5615910859858261,0.5880821103055828
Frantic Strength,0.5265220623015069,0.5134962805526037,0.5351427193405534
Overlord of the Hauntwoods,0.5381502092627513,0.5670019026909486,0.5670711708756969
Inquisitive Glimmer,0.5587863463969659,0.5869002822201317,0.5749648918191989
Defiant Survivor,0.541877183358836,0.556898730699489,0.5488235982675875
Haunted Screen,0.5061372673312972,0.5010495720975294,0.5190371407614857
Unable to Scream,0.5517821020541895,0.5467188340225111,0.5685660703981535
Winter's Intervention,0.5317582236215674,0.5376379210220673,0.5484526531283155
Meat Locker // Drowned Diner,0.5377907312065273,0.5112471624131526,0.553908283707164
Violent Urge,0.537108928979219,0.521339530952884,0.5298120120382083
Withering Torment,0.5258575939784574,0.5117288220866613,0.5420237520026447
Commune with Evil,0.533092931873676,0.5427668278170323,0.5639472882388787
Oblivious Bookworm,0.5652259287510668,0.6266405057771964,0.6031442642146227
Surgical Suite // Hospital Room,0.554803244620232,0.5534726669383478,0.5720823798627003
Vanish from Sight,0.5552975793659916,0.5427544565842438,0.5699145703772245
Emerge from the Cocoon,0.5165736827275289,0.5029445561620224,0.5416065154032631
Overlord of the Balemurk,0.5619655445709757,0.6298042914406979,0.6192371154032806
